Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
DOMO,"Domo, Inc.",Technology ,,567260000.0,-123800000.0,285100000.0,-4.15,2.45,,,917.0,Yes,Yes,1.8,,,,1.99,,7.1,,0.7,0.7,,,1.38,-3.74,-0.75,-0.26,-10.4,20.2,-,15.4,28.2,20.2,-23.0,Aug 25 Ae6C,-16.45,3.4,-2.18,82.7,2.24,-54.3,96.8,400.0,74.9,-38.3,-43.4,,-49.47,33970000.0,29910000.0,4.93,2.74,41.25,14.00 - 94.01,-81.5,24.21,47.0,0.81,538340.0,437875.0,10.2,3.51,-37.56,-61.91,-81.07,-64.94,2.43,1.31,7.08 7.07,17.96,17.39,-3.17
DQ,Daqo New Energy Corp.,Technology ,,3300000000.0,1600000000.0,3510000000.0,53.92,45.02,,,2399.0,Yes,Yes,2.4,2.17,2.03,,0.94,0.84,1.0,,5.5,5.6,0.0,0.0,-11.39,20.82,22.25,6.87,465.9,-20.7,-,66.2,53.6,181.9,170.3,Oct 27 e9e6O,-22.55,76.4,0.0,58.9,0.52,37.1,58.6,40.8,69.5,67.7,45.6,0.0,-13.2,75120000.0,68160000.0,5.04,2.39,85.2,32.20 - 81.10,-44.34,40.19,34.0,1.62,1440000.0,2323351.0,-6.13,-12.81,-25.19,10.72,-36.75,11.95,0.41,3.33,7.00 5.87,48.37,45.14,-6.68
DT,"Dynatrace, Inc.",Technology ,,9770000000.0,41300000.0,987000000.0,4.7,1.97,,,3600.0,Yes,Yes,2.1,237.61,35.89,10.63,9.9,7.18,17.1,33.81,1.1,1.1,0.18,0.18,-3.21,0.14,0.94,0.18,-31.8,25.67,,130.9,18.0,27.5,-84.2,Nov 02 e9e6O,-9.33,0.6,-6.29,97.2,-0.39,1.7,3.2,3.9,81.2,8.0,4.2,0.0,-17.89,286200000.0,194350000.0,7.31,4.79,48.39,29.41 - 80.13,-57.89,14.72,42.02,0.66,2970000.0,1965258.0,-2.15,1.6,-5.65,-17.75,-57.16,-44.09,,1.64,4.16 4.30,33.4,33.74,1.02
DTE,DTE Energy Company,Utilities ,S&P 500,20520000000.0,788000000.0,17860000000.0,44.42,0.35,3.54,3.29,10300.0,Yes,Yes,2.2,26.46,17.15,6.68,1.15,2.42,306.33,13.88,0.5,0.6,2.23,1.82,-3.87,4.06,6.27,1.6,-24.9,4.21,,-3.3,7.1,63.0,-68.1,Oct 27 e9e6O,-13.57,0.2,-2.04,74.5,0.04,1.9,8.8,4.6,,6.6,4.3,88.4,-14.66,193000000.0,192230000.0,1.36,1.96,130.57,100.64 - 140.23,-23.34,6.82,37.32,1.53,1330000.0,2036345.0,0.47,-14.45,-14.85,-20.78,-7.33,-10.07,0.64,3.23,2.26 2.95,107.45,107.5,0.05
DUOL,"Duolingo, Inc.",Technology ,,3290000000.0,-73700000.0,306200000.0,13.45,13.83,,,500.0,Yes,Yes,2.1,,,,10.73,5.72,5.56,98.39,4.4,4.4,0.0,0.0,-17.96,-2.14,-1.5,-0.55,-483.8,11.2,,,,50.3,,Nov 10 Ae6C,-19.68,1.8,-20.98,86.0,1.22,-11.1,-14.2,-11.7,72.8,-23.8,-24.1,,-16.44,39270000.0,29510000.0,7.13,5.06,116.12,60.50 - 191.82,-59.93,27.06,34.15,2.33,416080.0,971242.0,-11.56,-13.83,-19.18,-14.77,-56.88,-27.56,,5.83,6.61 6.13,82.25,76.87,-6.54
DVN,Devon Energy Corporation,Energy ,S&P 500,47540000000.0,5210000000.0,17180000000.0,15.48,5.47,4.66,6.19,1600.0,Yes,Yes,2.2,9.54,7.58,0.25,2.77,4.86,13.75,9.14,1.6,1.6,0.67,0.66,11.62,7.89,9.93,2.12,161.7,7.7,,32.1,3.4,132.8,678.9,Nov 01 Ae6C,11.69,0.5,-2.04,80.6,0.48,23.9,55.4,19.7,53.6,38.7,30.3,49.4,24.42,652000000.0,646520000.0,2.91,1.61,81.19,34.84 - 77.82,-3.32,115.94,63.54,0.73,11660000.0,8503078.0,7.79,30.42,35.25,36.64,92.96,74.27,2.45,3.06,3.40 4.45,74.29,75.24,1.28
DXC,DXC Technology Company,Technology ,S&P 500,6470000000.0,542000000.0,15830000000.0,20.32,9.82,,,130000.0,Yes,Yes,2.7,13.05,6.3,0.8,0.41,1.42,2.93,4.41,1.1,1.1,1.01,0.82,8.62,2.21,4.57,0.73,562.8,29.85,,39.0,16.4,-10.5,-59.8,Nov 03 Ae6C,9.24,0.7,0.0,90.4,-0.57,2.7,11.2,8.8,21.9,6.0,3.4,0.0,-4.75,232480000.0,228520000.0,4.66,3.62,33.99,22.65 - 39.65,-27.41,27.06,63.06,1.31,2940000.0,3859728.0,6.16,20.67,-5.61,-4.51,-16.75,-10.59,1.95,1.33,3.52 4.90,28.97,28.78,-0.66
DXCM,"DexCom, Inc.",Healthcare ,S&P 500,38320000000.0,199700000.0,2670000000.0,5.75,7.12,,,6300.0,Yes,Yes,1.6,208.8,90.22,6.65,14.33,17.21,13.91,177.81,4.3,4.7,0.9,0.9,6.92,0.47,1.1,0.24,-69.5,40.28,,31.7,33.7,17.0,-23.5,Oct 27 Ae6C,11.04,0.1,-1.18,96.6,0.09,4.0,9.3,6.0,67.2,8.8,7.5,0.0,4.59,392500000.0,390960000.0,3.35,4.64,105.62,66.89 - 164.86,-39.97,47.95,59.24,0.67,2820000.0,1890610.0,-0.76,22.7,19.67,-10.53,-30.13,-26.27,1.05,4.54,4.83 4.63,95.68,98.97,3.44
EA,Electronic Arts Inc.,Communication Services ,S&P 500,34540000000.0,896000000.0,7210000000.0,27.39,8.79,0.76,0.6,12900.0,Yes,Yes,2.0,39.83,15.8,3.54,4.79,4.59,14.3,22.08,1.2,1.2,0.0,0.25,4.27,3.15,7.95,1.37,-3.8,10.84,,-2.2,7.6,13.9,56.8,Nov 01 Ae6C,1.14,0.2,-21.22,93.2,0.01,6.6,11.7,8.8,74.4,17.3,12.4,22.1,-1.41,279000000.0,276480000.0,1.29,1.92,150.28,109.24 - 146.72,-14.35,15.04,58.99,0.72,1870000.0,1344475.0,3.83,8.67,-3.89,-1.94,-10.92,-4.72,0.85,3.01,2.18 2.37,124.99,125.67,0.54
EBAY,eBay Inc.,Consumer Cyclical ,S&P 500,20810000000.0,-2485000000.0,10020000000.0,9.43,5.95,0.88,2.28,10800.0,Yes,Yes,2.7,,8.81,,2.08,4.1,6.51,45.24,1.3,1.3,1.47,1.25,2.18,-4.29,4.39,0.93,-89.0,8.58,,-43.1,2.3,-9.2,-324.6,Nov 02 Ae6C,-7.36,0.1,-4.04,91.1,1.26,1.5,4.6,14.7,72.8,25.6,3.8,194.0,-21.52,556000000.0,544430000.0,3.57,3.51,50.32,35.92 - 81.19,-52.36,7.68,47.98,1.06,5540000.0,5894852.0,2.19,1.28,-15.29,-27.88,-52.0,-41.83,1.26,1.31,3.36 3.17,38.41,38.68,0.7
EBIX,"Ebix, Inc.",Technology ,,560220000.0,69400000.0,995600000.0,20.7,2.95,0.3,1.59,10030.0,Yes,Yes,1.5,8.38,5.61,0.84,0.56,0.91,6.42,12.56,0.4,0.4,1.01,0.0,0.63,2.26,3.38,0.59,-26.3,28.57,,-4.9,27.2,1.8,22.9,Aug 09 e9e6O,-12.54,21.5,0.0,69.6,-0.06,4.5,10.7,8.5,31.0,12.1,7.0,13.3,-28.17,30750000.0,24260000.0,24.9,21.91,99.5,12.50 - 44.42,-57.41,51.36,46.16,0.99,275750.0,273289.0,1.18,-3.76,-11.3,-37.25,-39.49,-37.76,2.61,1.18,6.75 5.92,18.33,18.92,3.22
ECOM,ChannelAdvisor Corporation,Technology ,,666600000.0,40900000.0,172100000.0,5.64,2.91,,,846.0,Yes,Yes,2.8,18.02,22.69,2.25,3.87,4.08,7.92,23.72,2.8,2.8,0.0,0.0,0.94,1.28,1.01,0.19,139.1,21.29,,46.7,8.2,3.1,-59.1,Aug 09 e9e6O,12.65,2.4,-4.3,,6.23,18.0,23.4,25.5,76.1,9.2,23.7,0.0,33.66,29950000.0,28120000.0,4.42,1.79,23.07,11.89 - 28.64,-19.65,93.52,74.13,0.53,696000.0,368013.0,0.52,1.28,58.36,57.17,-14.14,-6.77,0.4,0.1,0.32 0.46,23.02,23.01,-0.04
ED,"Consolidated Edison, Inc.",Utilities ,S&P 500,29520000000.0,1620000000.0,14500000000.0,57.54,3.23,3.16,3.73,13871.0,Yes,Yes,3.4,18.54,17.59,3.76,2.04,1.47,26.19,13.47,0.8,0.9,1.24,1.1,-0.62,4.57,4.82,1.44,17.5,6.78,,-1.4,2.5,14.9,50.5,Nov 03 Ae6C,-9.41,0.1,0.51,67.7,-0.19,2.5,8.0,4.9,79.2,17.2,11.2,68.3,-8.12,354300000.0,354140000.0,2.03,4.47,83.69,75.13 - 102.21,-17.14,12.72,42.26,0.99,1610000.0,1594104.0,2.01,-11.29,-11.19,-11.83,11.3,-0.74,0.31,2.33,2.08 2.72,84.87,84.69,-0.21
EDR,"Endeavor Group Holdings, Inc.",Communication Services ,,10100000000.0,368300000.0,5680000000.0,6.75,3.93,,,7700.0,Yes,Yes,1.8,16.34,14.61,0.76,1.78,3.23,5.54,18.71,1.5,1.5,2.99,2.94,5.68,1.33,1.49,0.28,56.2,10.95,,-32.3,16.5,18.1,107.4,Nov 10 Ae6C,-2.4,0.4,-35.39,58.0,0.06,3.3,24.4,-0.4,52.8,17.2,6.5,0.0,-12.07,281620000.0,51370000.0,9.69,3.32,31.17,17.42 - 35.28,-38.3,24.97,53.22,0.56,1500000.0,839047.0,2.25,10.45,1.3,-11.9,-10.3,-37.6,,0.98,4.61 4.24,21.66,21.77,0.51
EEFT,"Euronet Worldwide, Inc.",Technology ,,3840000000.0,160100000.0,3300000000.0,20.23,41.37,,,8800.0,Yes,Yes,2.1,27.62,10.9,1.84,1.16,4.12,2.01,9.42,1.5,1.5,2.05,1.61,7.0,3.02,7.64,1.31,69.9,21.97,,-16.4,8.9,18.0,565.6,Oct 21 e9e6O,-3.1,3.4,0.0,96.6,-0.06,1.8,7.1,4.4,39.6,6.4,2.7,0.0,-24.31,50400000.0,47030000.0,3.33,3.93,107.89,71.60 - 149.92,-44.42,16.38,55.03,1.17,398060.0,465001.0,5.16,4.16,-16.16,-38.92,-32.03,-30.07,1.35,3.21,4.53 3.69,82.44,83.33,1.08
EGHT,"8x8, Inc.",Technology ,,399460000.0,-157500000.0,677400000.0,1.12,1.18,,,2216.0,Yes,Yes,2.6,,9.68,,0.59,2.98,2.82,12.37,1.6,1.6,3.7,3.7,-1.5,-1.37,0.34,0.04,1.2,30.19,-,-13.92,20.3,26.5,45.5,Oct 27 Ae6C,-20.08,2.8,-6.29,100.0,3.34,-19.5,-107.6,-24.4,62.4,-21.0,-23.3,,-60.3,119720000.0,116290000.0,12.02,6.07,6.45,2.87 - 23.72,-85.92,16.38,43.48,0.67,2300000.0,1547835.0,-2.62,-9.97,-32.53,-67.67,-85.12,-80.07,1.36,0.26,7.36 7.93,3.25,3.34,2.77
EIX,Edison International,Utilities ,S&P 500,21000000000.0,507000000.0,16610000000.0,36.21,0.32,2.8,5.02,13003.0,Yes,Yes,2.3,41.9,11.49,9.63,1.26,1.54,172.17,,0.6,0.6,2.12,1.82,-4.02,1.33,4.86,1.58,1.1,7.15,,-12.7,4.7,20.9,-24.4,Nov 01 Ae6C,-13.72,0.09,0.13,90.1,0.12,0.7,3.9,3.9,66.4,7.6,3.2,204.6,-14.6,381430000.0,381080000.0,1.64,3.36,70.0,54.45 - 73.32,-23.94,2.42,37.06,0.87,1860000.0,1617708.0,-2.36,-14.01,-11.78,-21.75,-7.74,-18.29,0.73,1.81,2.49 3.15,55.64,55.77,0.23
ELV,Elevance Health Inc.,Healthcare ,S&P 500,123570000000.0,6210000000.0,153250000000.0,150.21,37.8,5.12,0.97,98200.0,Yes,Yes,2.0,20.66,16.12,1.74,0.81,3.51,13.93,13.43,,,0.66,0.59,11.6,25.49,32.66,5.22,37.6,12.57,,21.8,10.3,11.5,8.9,Oct 19 e9e6O,9.71,0.18,0.0,93.6,0.23,6.2,17.3,11.7,,5.8,4.1,19.3,10.34,239600000.0,238760000.0,1.07,2.96,564.86,392.40 - 533.68,-1.35,34.17,74.62,1.74,864860.0,1502404.0,10.36,16.01,12.27,3.87,21.5,13.58,0.89,14.22,3.28 2.81,511.04,526.5,3.03
ENPH,"Enphase Energy, Inc.",Technology ,S&P 500,33260000000.0,203200000.0,1740000000.0,3.34,9.5,,,2260.0,Yes,Yes,2.0,178.63,50.78,5.54,19.16,75.84,26.66,71.28,3.3,3.6,2.85,2.66,-3.29,1.42,4.99,1.08,7.8,21.84,,22.5,33.8,67.7,92.6,Oct 25 Ae6C,-10.52,1.2,-18.06,75.3,0.31,9.0,43.7,12.5,40.3,14.4,11.7,0.0,22.0,135200000.0,132680000.0,3.31,1.15,285.89,113.40 - 324.84,-22.02,123.37,43.44,0.86,3830000.0,3317077.0,4.54,-9.37,17.21,60.72,43.35,38.46,1.44,14.96,4.92 5.65,252.0,253.3,0.52
ENTG,"Entegris, Inc.",Technology ,,11300000000.0,460900000.0,2560000000.0,14.07,1.73,0.4,0.52,6850.0,Yes,Yes,1.8,22.89,16.83,1.54,4.42,5.49,44.68,153.99,8.4,9.9,1.78,1.78,-5.46,3.38,4.59,1.01,38.4,10.76,,34.4,14.4,21.2,12.1,Nov 02 e9e6O,-15.41,0.3,-0.69,96.3,-1.11,12.0,26.1,17.3,46.1,24.3,18.0,10.6,-28.92,148960000.0,147860000.0,3.64,3.94,128.6,70.98 - 158.00,-51.11,8.83,38.67,0.78,1360000.0,1059358.0,2.36,-11.44,-23.0,-32.59,-43.73,-44.26,1.25,3.99,3.93 4.89,77.28,77.25,-0.04
ENV,"Envestnet, Inc.",Technology ,,2510000000.0,-30500000.0,1260000000.0,16.9,6.3,,,4375.0,Yes,Yes,2.7,,20.95,,1.98,2.76,7.41,15.42,0.8,0.8,0.91,0.54,2.89,-0.56,2.23,0.41,513.7,19.85,,16.9,15.5,10.5,-177.3,Nov 08 Ae6C,-6.97,1.0,-0.1,,0.21,-1.4,-3.2,1.8,61.8,-2.0,-2.4,,-26.11,55200000.0,52660000.0,4.8,7.97,69.0,41.72 - 85.99,-45.71,11.89,49.48,0.66,317360.0,210377.0,2.26,0.04,-15.08,-43.79,-44.89,-41.16,1.2,1.52,3.02 3.21,46.5,46.68,0.39
EOG,"EOG Resources, Inc.",Energy ,S&P 500,76920000000.0,5710000000.0,22110000000.0,38.27,5.38,3.0,2.23,2800.0,Yes,Yes,2.0,13.82,8.53,1.31,3.48,3.52,25.03,23.72,1.3,1.4,0.23,0.17,10.72,9.75,15.79,3.82,864.8,7.14,,43.2,20.1,78.8,145.1,Nov 04 e9e6O,12.21,0.3,-0.34,89.6,0.02,15.1,26.0,17.7,61.5,33.7,25.8,27.2,17.44,586040000.0,583290000.0,1.04,1.72,149.2,77.93 - 144.20,-6.62,72.79,65.48,1.13,3520000.0,3998376.0,11.38,23.41,31.4,23.64,55.04,56.92,1.51,4.8,3.23 3.82,135.0,134.66,-0.25
EPAM,"EPAM Systems, Inc.",Technology ,S&P 500,19120000000.0,366300000.0,4460000000.0,45.81,23.51,,,58824.0,Yes,Yes,1.6,53.63,26.51,2.69,4.28,7.25,14.12,48.14,3.4,3.4,0.01,0.01,-3.96,6.19,12.52,2.53,45.7,25.86,,34.3,26.5,35.6,-83.8,Nov 03 e9e6O,-15.16,2.4,-4.76,95.9,1.93,10.6,14.6,19.4,32.6,11.9,8.2,0.0,-6.46,57240000.0,55560000.0,1.86,2.52,468.67,168.59 - 725.40,-54.22,96.97,39.14,0.65,409700.0,265309.0,-0.43,-8.8,6.02,18.57,-48.79,-50.32,1.66,15.98,3.95 4.50,331.39,332.07,0.21
EQNR,Equinor ASA,Energy ,,108830000000.0,16240000000.0,127670000000.0,12.93,14.26,1.31,3.86,21126.0,Yes,Yes,2.0,6.74,5.59,1.16,0.85,2.63,2.38,3.69,1.5,1.6,0.81,0.64,-0.86,5.04,6.08,0.63,256.2,-12.27,,37.3,14.2,109.4,255.2,Oct 28 e9e6O,-6.05,67.3,0.0,5.4,0.11,10.9,40.5,14.2,62.4,46.4,12.7,14.1,-0.81,3190000000.0,909930000.0,0.84,2.24,42.17,23.90 - 42.53,-20.13,42.15,44.72,0.8,3420000.0,2735280.0,-1.59,5.66,-5.84,-0.56,24.48,30.49,1.02,1.02,1.98 2.55,34.43,33.97,-1.34
EQT,EQT Corporation,Energy ,S&P 500,15230000000.0,-803500000.0,4320000000.0,24.5,0.11,0.6,1.57,693.0,Yes,Yes,1.9,,3.77,,3.52,1.56,348.5,13.75,0.6,0.6,0.56,0.51,-8.6,-2.65,10.17,1.06,3.6,125.33,-,6.9,17.2,213.4,165.5,Oct 26 Ae6C,-15.18,0.2,-0.96,98.5,1.58,-3.6,-9.0,-6.0,45.1,,-18.6,,3.36,369870000.0,367670000.0,6.75,2.92,63.85,17.95 - 51.97,-26.25,113.54,36.6,0.96,8500000.0,8131908.0,-8.32,-7.1,-15.89,-3.45,79.11,75.75,1.19,2.27,4.92 5.16,37.88,38.33,1.19
ESLT,Elbit Systems Ltd.,Industrials ,,8830000000.0,274300000.0,5280000000.0,57.26,5.91,2.0,1.0,17787.0,No,Yes,2.5,32.37,21.71,2.97,1.67,3.51,33.95,59.25,0.8,1.2,0.39,0.35,0.27,6.2,9.25,2.11,15.3,22.52,,2.3,10.1,8.5,-88.0,Aug 16 e9e6O,-1.8,45.7,0.0,6.2,-7.56,3.1,11.3,8.2,25.7,7.9,5.2,21.6,-2.05,44210000.0,24680000.0,0.37,3.83,157.0,144.72 - 244.80,-17.96,38.77,47.73,2.37,24170.0,57254.0,-3.09,-0.07,-9.33,-9.07,37.55,15.33,0.67,4.65,1.49 1.79,204.75,200.83,-1.91
ESMT,"EngageSmart, Inc.",Technology ,,3220000000.0,-300000.0,258300000.0,4.77,1.7,,,789.0,Yes,Yes,1.8,,90.32,,12.45,4.18,11.73,126.16,7.4,7.4,0.0,0.0,-2.07,-0.0,0.22,0.04,-33.5,2.79,,,,42.9,324.5,Nov 03 e9e6O,-2.2,0.7,-11.4,90.0,0.25,0.0,0.0,-0.1,75.4,0.3,-0.1,,-0.53,162990000.0,151940000.0,1.24,3.68,29.33,15.64 - 35.94,-44.46,27.62,47.68,0.89,511430.0,453979.0,-1.14,7.89,11.32,-4.82,-41.96,-17.25,,0.93,3.79 4.62,20.29,19.96,-1.63
ESTC,Elastic N.V.,Technology ,,6010000000.0,-238900000.0,919400000.0,4.16,8.98,,,3056.0,Yes,Yes,1.8,,307.15,,6.53,15.28,7.08,,2.0,2.0,1.44,1.44,-6.6,-2.56,0.21,-0.1,-48.4,154.8,,-24.1,57.8,29.5,-94.4,Aug 25 Ae6C,-16.83,9.0,-0.36,78.1,0.41,-15.1,-56.5,-18.3,72.2,-22.1,-26.0,,-19.58,94620000.0,77520000.0,5.11,3.28,101.0,50.74 - 189.84,-66.51,25.31,37.96,2.03,1210000.0,2446493.0,-0.81,-6.64,-13.21,-23.61,-62.36,-48.35,1.12,3.97,5.52 5.13,63.55,63.58,0.05
ETR,Entergy Corporation,Utilities ,S&P 500,20350000000.0,1230000000.0,12350000000.0,57.58,2.92,4.04,3.95,12369.0,Yes,Yes,2.1,16.94,15.11,2.74,1.65,1.78,35.08,14.24,0.6,0.9,2.29,2.1,-0.35,6.04,6.77,2.66,-19.7,6.26,,29.9,1.6,20.3,-17.4,Nov 02 e9e6O,-8.56,0.1,-3.36,92.9,0.04,2.1,10.6,4.3,86.7,14.7,9.9,65.5,-9.51,203380000.0,202660000.0,2.6,4.81,123.06,94.94 - 126.82,-19.3,7.79,44.28,0.97,1090000.0,1060036.0,1.01,-8.29,-8.03,-16.28,-2.17,-9.15,0.61,3.08,2.44 2.99,102.29,102.34,0.05
ETSY,"Etsy, Inc.",Consumer Cyclical ,S&P 500,12480000000.0,405600000.0,2410000000.0,4.57,8.23,,,2722.0,Yes,Yes,2.2,36.57,39.7,,5.17,22.33,12.4,22.24,2.9,2.9,4.11,4.1,-0.36,2.79,2.57,0.37,23.6,18.37,,71.4,44.9,10.6,-25.1,Nov 02 Ae6C,-3.63,0.7,-24.29,99.29,0.11,11.2,67.9,16.0,70.7,15.9,17.0,0.0,-8.72,127090000.0,125670000.0,9.1,3.53,118.61,67.01 - 307.75,-66.83,52.32,49.48,0.63,3230000.0,2025137.0,4.03,5.8,9.4,0.01,-57.69,-53.38,1.8,6.35,5.94 5.53,100.91,102.07,1.15
ETWO,"E2open Parent Holdings, Inc.",Technology ,,1520000000.0,-383000000.0,602200000.0,9.08,0.33,,,3682.0,Yes,Yes,2.0,,15.91,,2.52,0.56,15.5,,0.8,0.8,0.39,0.38,-14.34,-1.26,0.32,0.07,-240.2,20.3,,,,105.8,,Oct 11 Ae6C,-22.97,0.5,-4.94,,0.04,-7.3,-12.6,-2.1,49.0,,-63.6,,-34.91,302250000.0,237960000.0,5.38,6.68,8.4,4.89 - 13.32,-61.79,4.09,31.17,1.28,1920000.0,2459150.0,-6.09,-16.97,-20.34,-35.16,-58.42,-54.8,,0.35,5.28 5.85,5.1,5.09,-0.2
EVBG,"Everbridge, Inc.",Technology ,,1180000000.0,-94400000.0,402900000.0,6.65,11.86,,,1893.0,Yes,Yes,2.6,,36.42,,2.93,4.44,2.49,,2.1,2.1,3.08,3.08,-4.72,-2.41,0.81,0.16,7.5,125.91,-,-29.8,36.8,18.9,-2.8,Nov 08 e9e6O,-14.41,0.4,-5.3,98.9,-0.37,-6.6,-26.4,-5.0,68.6,-18.8,-23.4,,-24.38,39570000.0,39410000.0,4.93,2.91,37.6,24.10 - 164.00,-81.99,22.57,41.67,0.49,669060.0,329662.0,-4.46,1.79,16.03,-37.39,-80.96,-56.13,0.78,1.95,5.95 5.85,29.18,29.54,1.23
EVOP,"EVO Payments, Inc.",Technology ,,1730000000.0,3100000.0,532800000.0,-12.48,8.44,,,2300.0,Yes,Yes,1.9,521.09,26.05,31.71,3.25,,3.95,11.11,1.3,1.3,,,-0.1,0.06,1.28,0.31,86.6,15.11,,-15.4,3.4,12.7,135.9,Nov 02 Ae6C,-0.09,0.9,-14.13,,-0.11,0.2,-0.5,-72.1,84.0,16.1,0.6,0.0,26.14,47860000.0,47680000.0,6.65,2.96,32.5,20.07 - 33.86,-1.51,66.17,55.62,0.73,1070000.0,777392.0,-0.06,0.06,27.34,46.59,49.35,30.27,1.22,0.14,0.36 0.43,33.35,33.35,0.0
EVTC,"EVERTEC, Inc.",Technology ,,2220000000.0,148900000.0,611900000.0,7.12,4.35,0.2,0.6,2500.0,Yes,Yes,2.6,16.39,12.67,7.92,3.63,4.71,7.71,10.81,2.9,2.9,0.89,0.85,3.54,2.05,2.65,0.58,54.7,3.12,,17.0,8.7,7.7,-31.1,Nov 02 Ae6C,1.01,0.4,-96.3,91.1,0.42,13.0,31.5,18.9,55.9,31.0,24.3,4.8,-11.85,71480000.0,66450000.0,1.81,2.58,40.2,30.72 - 51.06,-34.27,9.24,55.51,0.61,466220.0,284305.0,0.75,5.07,-11.24,-13.86,-28.12,-32.85,0.96,0.88,2.39 2.67,33.25,33.56,0.93
EXAS,Exact Sciences Corporation,Healthcare ,,5410000000.0,-734500000.0,1940000000.0,18.2,4.22,,,6420.0,Yes,Yes,1.7,,,,2.79,1.72,7.44,,2.2,2.5,0.7,0.7,-5.48,-4.23,-3.34,-1.08,36.2,20.5,-,-16.3,77.8,20.0,8.7,Nov 03 Ae6C,-13.16,0.8,-1.63,88.3,-3.47,-11.2,-22.1,-10.9,73.5,-37.1,-37.9,,-41.6,176360000.0,175400000.0,6.67,5.2,66.82,29.27 - 104.50,-69.96,7.24,41.86,0.79,2250000.0,1772750.0,-7.38,-6.05,-30.41,-49.89,-66.6,-59.67,1.32,2.07,5.44 5.63,32.86,31.39,-4.47
EXC,Exelon Corporation,Utilities ,S&P 500,35450000000.0,2540000000.0,28110000000.0,24.11,0.85,1.35,3.66,31518.0,Yes,Yes,2.2,14.25,15.33,0.89,1.26,1.53,43.45,,0.8,0.9,1.64,1.53,-2.51,2.59,2.4,0.7,-13.4,6.42,,7.6,3.0,5.4,84.7,Nov 03 e9e6O,-12.02,0.24,-0.18,83.5,0.13,2.4,9.2,3.1,60.1,14.5,9.4,53.1,-16.3,993450000.0,990940000.0,1.23,1.66,45.69,35.19 - 50.71,-27.29,4.79,40.77,0.71,7350000.0,5189868.0,-0.62,-11.52,-17.52,-24.4,0.77,-10.48,0.55,1.2,2.83 3.20,36.72,36.87,0.41
EXFY,"Expensify, Inc.",Technology ,,965050000.0,-38000000.0,161300000.0,1.15,1.41,,,144.0,Yes,Yes,1.7,,25.71,,5.98,10.84,8.85,130.41,2.7,2.7,0.74,0.56,-14.54,-0.65,0.48,0.09,-63.0,43.07,-,,,-33.5,-141.7,Aug 11 Ae6C,-25.4,1.4,-3.89,48.5,0.43,-20.3,-64.2,-6.9,57.8,-23.6,-23.5,,-36.18,80470000.0,38620000.0,6.6,5.96,24.43,12.46 - 51.06,-75.58,0.08,29.05,0.45,427590.0,194244.0,-10.35,-12.61,-31.71,-26.73,,-71.66,,0.88,6.42 5.82,13.0,12.47,-4.08
EXLS,"ExlService Holdings, Inc.",Technology ,,5380000000.0,126800000.0,1260000000.0,20.53,8.2,,,37400.0,Yes,Yes,2.3,44.6,26.03,3.43,4.27,8.11,20.3,38.15,2.1,2.1,0.42,0.37,6.78,3.73,6.4,1.42,29.4,11.66,,13.4,10.3,26.1,30.0,Oct 27 e9e6O,0.12,0.1,-20.13,,-1.09,10.1,18.4,11.7,37.4,12.4,10.1,0.0,14.64,33400000.0,31890000.0,3.16,2.59,166.62,112.14 - 179.81,-7.4,48.48,55.42,0.67,389140.0,259449.0,2.9,-0.85,13.67,14.83,33.97,15.02,0.95,6.02,3.00 3.71,164.16,166.51,1.43
EXPD,"Expeditors International of Washington, Inc.",Industrials ,S&P 500,14790000000.0,1540000000.0,18980000000.0,21.35,12.52,1.34,1.43,19070.0,Yes,Yes,3.1,10.33,16.36,,0.78,4.39,7.48,11.52,1.9,1.9,0.0,0.0,3.79,9.07,5.72,1.95,102.9,-29.13,-,28.5,22.1,27.5,23.2,Nov 08 e9e6O,-3.42,0.3,-2.02,96.6,0.45,20.5,43.0,40.2,25.4,11.0,8.1,13.6,-8.95,165090000.0,158480000.0,3.78,4.62,102.14,86.08 - 137.80,-32.06,8.76,53.72,1.18,1300000.0,1529273.0,1.76,6.8,-5.28,-7.03,-23.9,-30.29,0.91,2.58,2.76 2.54,92.95,93.62,0.72
