Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
ETSY,"Etsy, Inc.",Consumer Cyclical ,S&P 500,13120000000.0,405600000.0,2410000000.0,4.57,8.21,,,2722.0,Yes,Yes,2.2,38.36,40.26,,5.44,23.43,13.03,23.39,2.9,2.9,4.11,4.1,-1.53,2.79,2.66,0.36,23.6,22.2,,71.4,44.9,10.6,-25.1,Jul 27 Ae6C,5.28,0.6,-25.01,99.29,4.97,11.2,67.9,16.0,70.7,15.9,17.0,0.0,-18.06,127090000.0,125660000.0,9.99,3.43,118.85,67.01 - 307.75,-65.21,59.77,50.62,0.7,3660000.0,2550390.0,3.08,-10.72,50.01,-9.52,-49.64,-51.1,1.85,5.41,3.59 4.39,114.08,107.06,-6.15
ETWO,"E2open Parent Holdings, Inc.",Technology ,,2120000000.0,-34900000.0,519600000.0,10.44,0.43,,,3682.0,Yes,Yes,2.0,,21.42,,4.09,0.68,16.43,,0.7,0.7,0.34,0.33,-1.26,-0.15,0.33,0.06,-240.2,24.53,,,,141.9,95.0,Jul 11 Ae6C,-0.81,0.4,-6.85,,-0.63,-0.7,-1.2,-2.1,49.3,-20.1,-6.7,,-17.43,300240000.0,237700000.0,6.37,8.06,11.25,6.07 - 13.32,-46.92,16.57,49.79,0.92,1880000.0,1734581.0,7.77,-8.3,-3.15,-13.57,-40.44,-37.21,,0.27,3.90 3.61,7.16,7.07,-1.26
EVBG,"Everbridge, Inc.",Technology ,,1450000000.0,-94400000.0,402900000.0,6.65,11.95,,,1893.0,Yes,Yes,2.6,,45.37,,3.6,5.49,3.06,,2.1,2.1,3.08,3.08,-3.48,-2.41,0.81,0.16,7.5,124.23,-,-29.8,36.8,18.9,-2.8,Aug 09 Ae6C,11.89,0.4,-3.47,99.7,3.02,-6.6,-26.4,-5.0,68.6,-18.8,-23.4,,-21.7,39570000.0,39390000.0,6.72,3.3,37.7,24.10 - 164.49,-77.8,51.54,49.31,0.72,802870.0,574693.0,-2.72,-0.81,20.29,16.12,-77.03,-45.76,0.67,2.3,5.14 4.58,39.49,36.52,-7.52
EVOP,"EVO Payments, Inc.",Technology ,,1730000000.0,3100000.0,532800000.0,-12.48,8.46,,,2300.0,Yes,Yes,1.9,520.62,25.77,31.68,3.24,,3.94,11.06,1.3,1.3,,,-0.26,0.06,1.29,0.31,86.6,15.45,,-15.4,3.4,12.7,135.9,Aug 03 e9e6O,10.3,0.9,-13.05,,0.83,0.2,-0.5,-72.1,84.0,16.1,0.6,0.0,33.16,47860000.0,46420000.0,3.89,1.96,32.5,20.07 - 33.86,-1.59,66.02,68.79,1.11,921680.0,1025004.0,0.06,-0.98,53.55,48.82,34.14,30.16,1.3,0.13,0.46 0.35,33.46,33.32,-0.42
EVTC,"EVERTEC, Inc.",Technology ,,2230000000.0,148900000.0,611900000.0,7.12,4.39,0.2,0.59,2500.0,Yes,Yes,2.6,16.62,12.85,8.03,3.65,4.78,7.75,10.86,2.9,2.9,0.89,0.85,-0.22,2.05,2.65,0.58,54.7,3.12,,17.0,8.7,7.7,-31.1,Aug 04 Ae6C,-5.18,0.7,-93.91,91.0,-0.28,13.0,31.5,18.9,55.9,31.0,24.3,4.8,-15.54,71480000.0,66460000.0,2.01,3.34,41.0,32.57 - 51.06,-33.35,4.48,44.85,0.72,399870.0,288098.0,1.64,-2.24,-2.1,-13.94,-25.76,-31.91,0.96,1.0,2.13 2.10,35.26,34.03,-3.49
EXAS,Exact Sciences Corporation,Healthcare ,,6900000000.0,-734500000.0,1940000000.0,18.2,4.21,,,6420.0,Yes,Yes,1.7,,,,3.56,2.19,9.48,,2.2,2.5,0.7,0.7,5.19,-4.23,-3.34,-1.08,36.2,27.9,-,-16.3,77.8,20.0,8.7,Aug 02 Ae6C,-6.39,0.8,-0.49,91.3,-3.5,-11.2,-22.1,-10.9,73.5,-37.1,-37.9,,-33.77,176360000.0,175400000.0,5.61,4.49,70.06,34.16 - 108.99,-63.35,16.92,50.8,1.0,2190000.0,2195885.0,12.92,-6.49,7.14,-31.97,-59.93,-48.68,1.38,2.24,5.29 5.34,41.61,39.94,-4.01
EXC,Exelon Corporation,Utilities ,S&P 500,43480000000.0,2540000000.0,28110000000.0,24.11,0.83,1.35,3.07,31518.0,Yes,Yes,2.2,17.01,18.22,1.06,1.55,1.83,53.28,,0.8,0.9,1.64,1.53,-2.86,2.59,2.42,0.68,-13.4,7.0,,7.6,3.0,5.4,84.7,Aug 03 e9e6O,-2.08,0.1,-2.51,83.7,0.67,2.4,9.2,3.1,60.1,14.5,9.4,53.1,0.11,993450000.0,990970000.0,1.06,1.65,49.39,33.87 - 50.71,-13.19,29.96,43.11,1.25,6360000.0,7918594.0,0.3,-4.66,0.78,1.01,22.1,6.88,0.5,1.01,2.45 2.03,46.11,44.02,-4.53
EXFY,"Expensify, Inc.",Technology ,,1260000000.0,-38000000.0,161300000.0,1.15,1.45,,,144.0,Yes,Yes,1.9,,33.76,,7.8,14.59,11.54,170.04,2.7,2.7,0.74,0.56,-11.93,-0.65,0.5,0.09,-55.4,45.75,-,,,-33.5,-141.7,Aug 11 Ae6C,-14.14,1.3,-1.44,48.2,24.17,-20.3,-64.2,-6.9,57.8,-23.6,-23.5,,-27.19,80470000.0,38130000.0,5.28,4.78,26.5,13.58 - 51.06,-67.14,23.56,37.47,1.29,421090.0,542802.0,2.32,-21.81,-4.55,5.8,,-61.86,,1.28,5.68 6.15,17.62,16.78,-4.77
EXLS,"ExlService Holdings, Inc.",Technology ,,5740000000.0,126800000.0,1260000000.0,20.53,8.14,,,37400.0,Yes,Yes,2.4,47.16,27.5,3.63,4.55,8.57,21.63,40.66,2.1,2.1,0.42,0.37,1.62,3.73,6.4,1.42,29.4,11.71,,13.4,10.3,26.1,30.0,Jul 28 e9e6O,8.0,0.3,-3.87,99.75,1.71,10.1,18.4,11.7,37.4,12.4,10.1,0.0,24.28,33400000.0,31890000.0,2.57,3.75,168.25,112.14 - 179.81,-2.1,56.98,59.25,1.03,218010.0,223968.0,4.23,1.67,26.34,39.46,43.73,21.6,0.92,3.94,1.97 2.10,179.55,176.04,-1.95
EXPD,"Expeditors International of Washington, Inc.",Industrials ,S&P 500,16150000000.0,1540000000.0,18980000000.0,21.35,12.22,1.34,1.34,19070.0,Yes,Yes,3.1,11.01,17.36,,0.85,4.67,8.17,12.58,1.9,1.9,0.0,0.0,-4.86,9.07,5.75,1.99,102.9,-29.1,-,28.5,22.1,27.5,23.2,Aug 02 e9e6O,-2.62,0.3,-2.06,96.0,-0.93,20.5,43.0,40.2,25.4,11.0,8.1,13.6,-7.92,165090000.0,158490000.0,2.8,3.71,105.93,92.58 - 137.80,-27.58,7.79,40.23,1.48,1200000.0,1765743.0,-0.8,-6.88,3.43,1.64,-21.64,-25.69,0.86,2.37,2.27 2.03,104.58,99.79,-4.58
EXPE,"Expedia Group, Inc.",Consumer Cyclical ,S&P 500,16650000000.0,331000000.0,10670000000.0,12.14,36.34,,,14800.0,Yes,Yes,2.5,51.59,11.53,2.26,1.56,8.91,2.98,5.47,0.9,0.9,3.52,3.52,1.08,2.1,9.39,3.99,90.5,33.93,,-24.4,-0.4,50.7,41.7,Aug 04 Ae6C,5.04,0.4,-5.55,97.8,-0.2,1.4,17.3,3.9,84.8,12.4,3.1,0.0,-27.65,157290000.0,151320000.0,4.15,2.26,143.69,88.70 - 217.72,-50.31,21.97,53.96,0.91,2780000.0,2521589.0,7.28,-4.69,1.82,-39.6,-27.29,-40.13,1.6,4.35,3.67 3.47,111.74,108.19,-3.18
EXR,Extra Space Storage Inc.,Real Estate ,S&P 500,26280000000.0,891200000.0,1760000000.0,23.86,0.43,6.0,3.08,4309.0,Yes,Yes,2.3,29.26,29.93,4.88,14.95,8.15,447.71,69.2,,,1.99,1.99,-5.7,6.65,6.5,1.56,66.8,6.8,,16.3,9.7,25.5,37.8,Aug 02 Ae6C,1.19,0.7,-0.53,98.4,1.19,8.5,28.5,10.5,75.8,59.7,50.7,82.7,-0.08,134190000.0,131870000.0,2.18,4.73,222.15,156.70 - 228.84,-15.0,24.12,40.99,1.54,607090.0,933924.0,-3.94,-8.24,21.97,1.65,4.32,-14.22,0.49,4.28,1.92 1.96,200.04,194.5,-2.77
FANG,"Diamondback Energy, Inc.",Energy ,S&P 500,23550000000.0,3830000000.0,9110000000.0,75.41,0.25,3.0,2.23,870.0,Yes,Yes,1.9,6.29,5.5,0.32,2.59,1.79,547.61,5.31,0.7,0.7,0.41,0.41,1.52,21.42,24.5,6.92,141.4,-7.16,,50.0,66.8,64.7,364.1,Aug 01 Ae6C,9.27,0.2,-13.21,91.5,0.06,16.6,30.9,17.5,83.2,66.3,42.1,10.5,8.1,177840000.0,176890000.0,4.23,2.52,175.83,72.42 - 159.44,-15.51,86.02,55.7,0.65,2970000.0,1933232.0,0.52,2.97,-7.25,10.63,79.44,29.44,2.05,5.36,2.74 3.54,137.37,134.71,-1.94
FAST,Fastenal Company,Industrials ,S&P 500,27830000000.0,1030000000.0,6570000000.0,5.52,0.43,1.24,2.58,21629.0,Yes,Yes,3.0,26.89,24.68,4.25,4.24,8.7,112.26,,1.8,3.7,0.16,0.1,-8.53,1.79,1.95,0.48,7.4,4.12,,13.2,8.7,18.0,19.7,Jul 13 e9e6O,-6.32,0.1,-2.75,79.6,0.92,23.5,33.5,27.2,46.5,20.7,15.7,65.8,-12.6,575460000.0,573670000.0,2.29,4.13,49.57,45.68 - 64.75,-25.83,5.12,31.75,1.37,3190000.0,4359574.0,-4.53,-13.91,-4.11,-11.87,-10.04,-25.04,1.19,1.19,2.37 2.11,50.77,48.02,-5.42
FATE,"Fate Therapeutics, Inc.",Healthcare ,,2400000000.0,-253700000.0,68300000.0,6.0,6.08,,,449.0,Yes,Yes,1.8,,,,35.07,4.27,4.21,,6.5,6.5,0.0,0.0,-11.32,-2.64,-3.88,-0.89,-6.4,-14.1,-,-16.3,66.2,38.1,-34.6,Aug 03 Ae6C,-15.67,1.6,-11.14,,10.78,-28.4,-38.7,-32.0,,,,,-27.59,96700000.0,95460000.0,21.2,13.66,74.55,17.10 - 72.29,-64.6,49.65,40.21,1.34,1480000.0,1990542.0,1.15,-24.33,43.93,-13.75,-61.1,-56.26,1.67,2.34,7.22 7.35,29.12,25.59,-12.12
FDS,FactSet Research Systems Inc.,Financial ,S&P 500,16830000000.0,393600000.0,1760000000.0,33.42,14.88,3.56,0.8,10691.0,Yes,Yes,3.1,43.88,30.27,2.71,9.58,13.37,30.03,42.2,2.1,2.1,1.66,1.66,0.5,10.18,14.76,3.2,7.4,9.05,,4.8,7.1,22.3,-26.0,Sep 22 e9e6O,5.26,0.11,-50.26,91.9,-0.11,14.4,34.2,25.5,52.9,26.3,22.4,32.2,6.49,37980000.0,37930000.0,1.76,2.84,435.91,345.92 - 495.39,-9.8,29.18,55.82,1.12,234410.0,262743.0,2.4,1.31,26.68,9.45,16.8,-8.05,0.78,8.39,1.60 1.82,457.08,446.87,-2.23
FE,FirstEnergy Corp.,Utilities ,S&P 500,23370000000.0,1320000000.0,11590000000.0,19.02,0.84,1.56,3.79,12395.0,Yes,Yes,2.5,17.31,16.25,,2.02,2.16,48.9,,0.7,0.8,1.94,1.91,1.24,2.38,2.53,0.78,22.9,5.06,,11.9,0.8,7.5,207.2,Jul 26 Ae6C,4.42,0.06,0.0,84.6,-1.76,3.0,15.3,5.5,71.5,18.0,11.8,63.4,-0.52,571400000.0,571050000.0,1.22,1.95,45.16,35.32 - 48.85,-15.76,16.51,57.08,1.48,3570000.0,5296424.0,3.6,0.78,5.78,-7.01,9.94,-1.06,0.45,0.78,2.03 1.77,41.76,41.15,-1.46
FFIV,"F5, Inc.",Technology ,S&P 500,9130000000.0,343500000.0,2680000000.0,38.74,12.62,,,6461.0,Yes,Yes,2.7,27.94,13.63,2.97,3.41,4.03,12.37,20.15,0.9,1.0,0.15,0.0,-4.47,5.59,11.45,2.52,6.6,13.2,,-0.2,5.5,3.5,-6.0,Jul 25 Ae6C,-3.25,0.4,-7.18,99.3,-2.54,6.8,14.5,12.4,80.5,15.8,12.8,0.0,-17.68,59970000.0,59320000.0,4.5,5.25,196.8,142.43 - 249.00,-37.33,9.57,41.4,0.86,509050.0,437646.0,0.68,-9.61,3.78,-17.51,-22.81,-36.23,1.16,3.87,1.94 2.05,163.07,156.06,-4.3
FICO,Fair Isaac Corporation,Technology ,,11250000000.0,368600000.0,1360000000.0,-33.06,6.26,,,3367.0,Yes,Yes,2.0,33.27,24.3,1.9,8.25,,72.53,25.03,1.2,1.2,,,-3.11,13.66,18.69,4.16,69.7,10.77,,31.7,8.4,3.2,-30.2,Aug 03 Ae6C,-0.66,0.1,-6.68,91.0,0.81,24.7,-68.2,35.3,78.6,38.4,27.0,0.0,4.34,25630000.0,24850000.0,2.86,4.51,546.29,340.48 - 531.03,-14.44,33.44,46.02,1.87,157330.0,293841.0,2.88,-7.42,19.2,-2.51,2.25,4.76,1.21,12.4,2.50 2.49,460.67,454.33,-1.38
FIS,"Fidelity National Information Services, Inc.",Technology ,S&P 500,53370000000.0,846000000.0,14390000000.0,76.49,,1.88,2.11,65000.0,Yes,Yes,1.9,64.84,11.3,4.43,3.71,1.17,,15.39,0.7,0.7,0.4,0.25,-5.92,1.38,7.9,1.76,166.5,11.81,,-15.8,9.5,7.0,-17.0,Aug 04 e9e6O,-7.45,0.2,-25.14,93.4,0.94,1.0,1.8,0.6,38.1,7.8,5.9,90.2,-11.82,608000000.0,602870000.0,0.91,1.6,123.75,85.00 - 126.20,-29.25,5.05,36.97,0.92,3430000.0,3162269.0,-0.12,-12.56,-5.97,0.26,-28.36,-18.2,0.78,2.51,2.76 2.29,93.05,89.29,-4.04
FISV,"Fiserv, Inc.",Technology ,S&P 500,66140000000.0,2030000000.0,17010000000.0,48.22,4.89,,,44000.0,Yes,Yes,2.1,34.42,14.24,2.24,3.89,2.2,21.65,27.08,1.0,1.0,0.69,0.67,-0.17,3.08,7.44,1.71,41.7,14.64,,-0.9,24.1,9.8,129.8,Jul 26 e9e6O,3.35,0.6,63.54,92.4,-0.65,2.7,6.5,3.7,51.4,16.9,11.9,0.0,5.52,645200000.0,605620000.0,1.33,2.36,126.06,87.03 - 112.17,-5.57,21.71,52.4,1.66,3410000.0,5658772.0,1.69,-3.15,18.19,12.69,-3.77,2.05,0.88,2.4,1.96 2.13,109.05,105.92,-2.87
FIVN,"Five9, Inc.",Technology ,,6060000000.0,-81900000.0,700100000.0,3.51,7.19,,,2138.0,Yes,Yes,1.8,,49.21,,8.65,24.9,12.15,,4.5,4.5,3.01,3.01,-13.23,-1.19,1.78,0.32,-19.5,27.68,,-28.2,30.3,31.7,-38.1,Jul 28 Ae6C,-14.29,1.0,-13.11,,2.05,-7.0,-38.9,-4.6,53.7,-11.9,-11.7,,-21.05,69750000.0,69150000.0,5.92,4.56,137.24,80.52 - 176.49,-50.48,8.54,32.32,1.35,899130.0,1209889.0,-1.52,-25.41,2.0,5.15,-48.71,-36.35,0.6,4.39,3.67 3.94,92.49,87.4,-5.5
FLT,"FLEETCOR Technologies, Inc.",Technology ,S&P 500,15720000000.0,939100000.0,3210000000.0,35.01,19.19,,,9700.0,Yes,Yes,2.2,18.19,12.04,1.18,4.9,6.06,11.05,20.96,1.1,1.1,2.56,1.77,-4.69,11.66,17.6,4.18,23.0,10.17,,16.0,9.1,29.1,45.6,Aug 03 Ae6C,-3.8,2.7,0.0,98.2,-1.71,6.7,32.3,10.8,,42.1,29.3,0.0,-8.1,76770000.0,72800000.0,1.76,2.26,281.36,200.78 - 282.02,-24.81,5.61,41.34,0.68,567300.0,386291.0,1.44,-6.86,-5.32,-6.37,-18.45,-5.27,1.21,5.79,2.42 2.35,223.0,212.04,-4.91
FMC,FMC Corporation,Basic Materials ,S&P 500,13850000000.0,762500000.0,5410000000.0,24.63,4.71,2.12,1.92,6400.0,Yes,Yes,2.3,18.45,13.05,2.11,2.56,4.48,23.42,184.97,1.0,1.4,1.25,0.88,-0.81,5.98,8.46,1.12,40.4,13.73,,45.6,14.7,16.9,-31.8,Aug 02 Ae6C,1.92,0.4,-0.64,91.5,-0.49,6.4,22.6,15.4,42.3,19.1,12.8,37.1,-4.19,126200000.0,124500000.0,1.02,1.7,133.0,87.42 - 140.99,-21.74,26.22,50.36,0.87,744670.0,645949.0,5.06,-1.72,2.06,-12.44,12.0,0.41,0.85,2.98,2.91 2.54,113.06,110.34,-2.41
FNKO,"Funko, Inc.",Consumer Cyclical ,,1130000000.0,48100000.0,1230000000.0,9.01,1.17,,,1242.0,Yes,Yes,2.1,22.2,11.1,8.22,0.92,2.63,20.17,,0.8,1.4,0.59,0.37,6.93,1.07,2.13,0.52,876.2,11.38,,13.2,19.3,33.7,-20.0,Aug 04 Ae6C,1.77,0.9,-98.9,61.7,-15.87,4.8,14.2,15.7,34.4,6.5,3.9,0.0,21.46,43740000.0,30710000.0,6.96,2.53,29.43,15.28 - 27.79,-14.83,54.91,55.98,1.34,846160.0,1130000.0,13.8,13.42,20.15,51.93,28.64,25.9,1.94,1.16,5.34 4.51,24.68,23.67,-4.09
FORG,"ForgeRock, Inc.",Technology ,,1420000000.0,-66500000.0,187900000.0,3.74,4.13,,,786.0,Yes,Yes,2.1,,,,7.57,4.53,4.1,,4.7,4.7,0.0,0.13,-5.93,-1.05,-0.16,-0.14,-117.3,69.0,-,,,8.4,-109.1,Aug 11 Ae6C,-16.61,1.3,-0.19,76.2,11.27,-14.0,-20.1,-7.8,80.6,-30.4,-35.4,,-14.28,84440000.0,35720000.0,4.07,3.04,22.88,11.94 - 48.88,-65.36,41.82,38.32,0.53,477790.0,251459.0,0.3,-3.53,3.23,5.81,,-36.57,,1.21,5.22 5.66,17.64,16.93,-4.02
FOUR,"Shift4 Payments, Inc.",Technology ,,2500000000.0,-16000000.0,1690000000.0,2.29,19.12,,,1732.0,Yes,Yes,2.2,,24.52,,1.48,20.5,2.46,24.02,4.7,4.7,0.0,9.47,1.22,-0.3,1.92,0.42,-269.7,48.91,-,,,44.4,232.7,Aug 04 e9e6O,14.85,2.1,6.22,,-5.59,-0.7,-6.1,-2.3,20.1,0.0,-0.9,,-2.98,80210000.0,49950000.0,19.73,9.18,60.0,29.39 - 87.66,-46.44,59.75,55.81,0.98,1070000.0,1056022.0,7.71,-4.92,38.05,2.09,-40.65,-18.95,,2.63,5.25 5.12,48.78,46.95,-3.75
FOX,Fox Corporation,Communication Services ,S&P 500,17810000000.0,,13830000000.0,18.46,,0.48,1.55,9000.0,Yes,Yes,,12.31,13.23,1.34,1.29,1.69,,,,,,,-2.99,2.53,2.35,0.49,,14.6,,,,7.5,-50.1,Aug 10 e9e6O,-1.81,42.56,0.0,57.16,,,,,,,,,-8.42,242640000.0,138970000.0,1.02,1.36,41.66,28.96 - 40.91,-23.98,7.39,44.38,1.63,1040000.0,1699375.0,1.8,-7.85,6.47,-12.93,-7.8,-9.25,,0.76,2.37 2.07,32.3,31.1,-3.72
FOXA,Fox Corporation,Communication Services ,S&P 500,17650000000.0,1210000000.0,13970000000.0,20.36,9.87,0.5,1.49,10600.0,Yes,Yes,2.5,15.89,10.07,1.76,1.26,1.64,3.39,13.89,3.3,3.6,0.64,0.64,-3.44,2.11,3.33,1.19,-41.5,-6.42,,-0.9,7.1,4.9,26.1,Aug 10 e9e6O,-2.16,0.2,0.0,,-1.36,5.3,10.7,10.6,34.8,17.5,8.6,22.7,-9.03,557040000.0,439000000.0,2.14,4.17,41.66,31.33 - 44.95,-25.49,6.91,43.51,0.86,2250000.0,1939020.0,1.58,-8.25,6.25,-13.57,-7.84,-9.24,0.88,0.84,2.47 2.16,34.8,33.49,-3.76
FROG,JFrog Ltd.,Technology ,,2080000000.0,-86600000.0,244400000.0,6.32,4.29,,,1000.0,Yes,Yes,2.2,,247.14,,8.52,3.28,4.84,433.62,2.6,2.6,0.0,0.0,-6.85,-0.89,,0.0,-563.4,,-,,,39.2,-71.1,Aug 03 Ae6C,-8.87,19.5,-0.73,65.2,2.09,-10.2,-13.6,-10.2,78.2,-34.8,-35.4,,-13.54,98960000.0,72650000.0,2.88,2.34,29.14,16.36 - 42.33,-50.96,26.93,41.84,0.43,893790.0,382988.0,5.49,-16.69,18.63,-3.93,-43.43,-30.1,,1.03,4.83 4.06,22.04,20.76,-5.81
FRSH,Freshworks Inc.,Technology ,,3950000000.0,-2565800000.0,438200000.0,3.79,4.29,,,4600.0,Yes,Yes,2.1,,,,9.01,3.8,3.36,,5.2,5.2,0.0,0.0,0.63,-10.01,-0.11,-0.05,-278.0,37.5,,,,37.5,,Aug 02 Ae6C,1.84,1.9,111.57,62.9,14.33,-178.8,-218.5,-17.4,79.7,-71.0,,,-21.6,284760000.0,138570000.0,10.63,5.66,18.0,10.51 - 53.36,-72.99,37.11,51.76,0.63,2600000.0,1628566.0,7.54,-14.38,27.07,-14.73,,-45.13,,0.84,5.44 5.47,15.12,14.41,-4.7
FSLR,"First Solar, Inc.",Technology ,,14470000000.0,189100000.0,2480000000.0,55.32,17.43,,,4800.0,Yes,Yes,2.7,77.48,56.63,13.73,5.84,2.47,7.84,,3.2,4.2,0.03,0.03,10.56,1.76,2.42,-0.24,17.4,2422.2,,25.3,0.1,-1.3,-32.5,Jul 28 Ae6C,37.02,0.3,-16.53,82.2,2.89,2.6,3.2,7.8,14.5,12.5,7.6,0.0,64.45,106590000.0,95200000.0,4.58,1.71,132.5,59.60 - 139.91,-2.25,129.46,82.02,1.36,2550000.0,3483818.0,7.18,15.93,116.63,89.97,28.81,56.91,1.38,5.96,5.08 4.41,136.79,136.76,-0.02
FTCH,Farfetch Limited,Consumer Cyclical ,,3820000000.0,1670000000.0,2340000000.0,2.49,1.88,,,6464.0,Yes,Yes,2.1,2.93,,,1.63,4.29,5.66,,1.3,1.6,0.8,0.76,9.7,3.64,-0.96,-0.26,132.0,3.5,-,67.5,56.3,10.7,-15.4,Aug 25 Ae6C,21.61,4.69,0.0,94.5,-1.69,44.1,412.3,-58.5,45.4,-22.9,71.4,0.0,-32.0,382810000.0,318150000.0,8.46,2.42,16.05,6.52 - 47.30,-77.44,63.65,56.08,0.88,11130000.0,9837208.0,15.85,5.02,45.96,-2.56,-75.05,-68.08,2.85,0.99,7.51 9.14,11.56,10.67,-7.7
FTNT,"Fortinet, Inc.",Technology ,S&P 500,39250000000.0,674000000.0,3820000000.0,-0.49,2.32,,,11508.0,Yes,Yes,2.0,63.64,39.72,2.71,10.29,,22.37,35.61,1.0,1.1,,,1.82,0.81,1.31,0.27,24.7,23.91,,81.9,21.2,28.6,29.8,Aug 03 Ae6C,-6.3,11.9,-0.07,70.3,-1.83,11.8,156.3,35.9,75.3,19.1,17.7,0.0,-13.82,795400000.0,640830000.0,1.42,1.68,71.27,47.37 - 74.35,-30.24,9.5,48.69,1.41,5430000.0,7657117.0,4.47,-4.46,-2.68,-5.84,-12.65,-27.84,1.21,1.85,3.43 2.73,55.84,51.87,-7.11
FVRR,Fiverr International Ltd.,Consumer Cyclical ,,1280000000.0,-92700000.0,325800000.0,6.42,11.39,,,787.0,Yes,Yes,2.2,,32.48,,3.93,5.45,3.07,41.33,2.7,2.7,1.9,1.9,-4.34,-2.53,1.08,0.14,-294.6,96.89,-,,,12.9,-208.9,Aug 04 e9e6O,-4.22,12.86,0.0,53.2,-11.64,-10.0,-31.0,-6.3,80.9,-25.5,-28.5,,-46.05,37030000.0,32350000.0,16.5,6.42,44.56,29.04 - 210.55,-83.39,20.45,46.02,0.95,831870.0,790031.0,4.42,-17.89,2.55,-40.04,-81.51,-69.23,,2.58,4.26 5.64,37.16,34.98,-5.87
FWONK,Formula One Group,Communication Services ,,30170000000.0,,2320000000.0,28.25,,,,,Yes,Yes,2.1,,96.4,,13.03,2.32,,,,,,,-1.85,-2.57,0.68,0.04,114.6,466.7,-,,,100.0,,,1.01,2.7,0.2,,,,,,,,,,4.29,206460000.0,197860000.0,5.38,9.89,70.17,48.51 - 71.17,-7.9,35.13,49.14,1.27,1080000.0,1369326.0,3.51,-3.59,12.78,14.4,32.18,3.65,,1.9,2.61 2.34,67.89,65.55,-3.45
G,Genpact Limited,Technology ,,8320000000.0,343300000.0,4250000000.0,9.49,2.56,0.5,1.09,109600.0,Yes,Yes,,25.49,14.94,2.18,1.96,4.83,17.91,28.0,1.6,1.6,0.9,0.72,-3.05,1.8,3.07,0.69,21.6,12.8,,8.3,9.4,10.2,-28.6,Aug 04 Ae6C,-1.18,0.3,-7.79,,-1.7,7.0,18.4,11.0,35.1,11.5,8.1,25.2,0.16,184420000.0,169250000.0,0.86,1.76,54.6,37.68 - 54.03,-15.23,21.55,42.5,1.61,829310.0,1332800.0,-0.15,-5.22,9.15,9.65,-7.66,-13.72,1.34,0.86,1.35 1.52,47.11,45.8,-2.78
GD,General Dynamics Corporation,Industrials ,S&P 500,61510000000.0,3310000000.0,38440000000.0,62.91,8.24,5.04,2.21,103100.0,Yes,Yes,2.2,19.3,16.18,1.58,1.6,3.62,27.67,17.55,1.0,1.4,0.66,0.56,-2.48,11.81,14.09,3.15,5.0,15.82,,6.0,4.7,-0.3,5.2,Jul 27 e9e6O,0.65,0.5,-6.74,87.7,0.26,6.5,19.2,12.0,17.0,10.8,8.6,20.0,2.24,276270000.0,272980000.0,1.03,2.64,264.38,188.64 - 254.99,-10.59,20.85,46.89,1.28,1070000.0,1360327.0,1.53,-4.19,4.8,-2.5,14.32,9.36,0.85,4.64,2.26 1.87,235.44,227.98,-3.17
GDYN,"Grid Dynamics Holdings, Inc.",Technology ,,1410000000.0,-20000000.0,273200000.0,3.47,2.05,,,3763.0,Yes,Yes,1.9,,33.96,,5.14,5.54,9.37,68.22,5.4,5.4,0.0,0.0,-5.62,-0.3,0.57,0.12,53.4,28.93,-,,,62.1,-620.8,Aug 04 Ae6C,0.94,6.0,-5.49,69.4,2.97,-7.2,-8.3,-2.3,39.6,-3.8,-7.3,,-9.07,67140000.0,49760000.0,2.91,3.15,26.17,9.09 - 42.81,-55.1,111.56,45.17,1.6,458910.0,733234.0,-3.76,-1.23,16.41,109.14,-32.96,-49.38,0.98,1.21,4.96 5.83,19.81,19.22,-2.98
GENI,Genius Sports Limited,Communication Services ,,824790000.0,-168200000.0,310200000.0,3.21,0.73,,,2300.0,Yes,Yes,1.9,,,,2.66,1.36,5.96,,2.0,2.0,0.02,0.01,1.47,-0.88,-0.27,-0.07,87.8,31.2,-,,,27.4,99.2,Aug 16 e9e6O,26.44,45.71,0.0,36.2,-13.27,-19.7,-24.5,-79.5,-15.8,-79.3,-54.2,,-7.82,198350000.0,105570000.0,4.05,3.14,7.75,2.20 - 22.58,-80.65,98.64,56.88,0.59,1360000.0,798260.0,4.05,-2.46,66.16,2.58,-79.2,-42.5,,0.31,7.70 6.85,4.61,4.37,-5.21
