,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
AA,Alcoa Corporation,Basic Materials | Aluminum | USA,,9240000000.0,963000000.0,13390000000.0,31.13,9.33,0.4,0.76,12200.0,Yes,Yes,2.1,10.38,7.39,,0.69,1.69,5.64,8.28,1.0,1.8,0.3,0.3,1.61,5.07,7.12,0.76,347.0,-1.4,-,24.8,5.5,28.6,81.5,Jul 20 Ae6C,8.66,0.2,0.0,86.2,-1.11,6.3,20.5,5.0,27.9,12.7,7.2,5.7,-14.43,182000000.0,173820000.0,4.5,1.31,58.22,39.56 - 98.09,-46.36,33.0,54.72,1.22,5970000.0,7252553.0,9.44,-0.62,-5.29,-36.56,10.76,-11.68,2.32,2.7,4.59 4.56,48.86,52.62,7.7
DLB,"Dolby Laboratories, Inc.",Communication Services | Entertainment | USA,,7390000000.0,200500000.0,1260000000.0,24.49,10.31,1.0,1.33,2368.0,Yes,Yes,1.8,38.65,20.51,2.42,5.86,3.06,7.28,32.16,5.2,5.3,0.0,0.0,-1.42,1.94,3.66,0.71,31.9,10.51,,10.3,4.5,1.0,-25.2,Aug 09 Ae6C,-0.6,0.5,-12.6,99.0,-1.66,6.6,7.8,11.8,89.3,17.4,15.9,48.9,-5.14,100210000.0,60550000.0,1.72,2.3,90.0,69.18 - 96.85,-22.55,8.43,48.83,0.78,453640.0,355842.0,2.08,-5.16,-1.0,4.89,-20.78,-21.22,0.98,1.65,2.12 1.95,73.93,75.01,1.46
DLTR,"Dollar Tree, Inc.",Consumer Defensive | Discount Stores | USA,S&P 500,32540000000.0,1570000000.0,27170000000.0,37.45,3.06,,,61886.0,Yes,Yes,2.4,20.89,17.24,1.0,1.2,3.86,47.23,19.55,0.2,1.5,0.0,0.41,-5.76,6.91,8.38,1.17,2.5,13.58,,8.9,4.9,6.7,30.0,Aug 25 e9e6O,-10.07,0.2,-0.32,99.5,-1.62,7.1,19.8,13.5,30.8,7.8,5.8,0.0,-4.31,224200000.0,221040000.0,2.63,2.46,165.15,84.26 - 177.19,-18.48,71.43,39.68,0.86,2360000.0,2030655.0,5.15,-12.97,-9.63,-2.89,58.39,2.8,0.73,4.63,2.69 2.82,141.56,144.45,2.04
DNA,"Ginkgo Bioworks Holdings, Inc.",Healthcare | Biotechnology | USA,,4800000000.0,-2961900000.0,539100000.0,0.95,0.84,,,641.0,Yes,Yes,2.0,,,,8.91,3.09,3.49,,11.8,11.8,0.03,0.03,0.2,-1.9,-0.3,-0.29,93.1,-11.1,-,,,231.7,,Aug 15 Ae6C,-0.16,0.5,0.0,84.1,9.05,-143.2,-191.9,-119.6,55.8,,,,-36.64,1620000000.0,739890000.0,19.5,5.54,7.98,2.09 - 15.86,-81.47,40.67,52.13,0.49,26020000.0,12701112.0,7.3,-6.07,-5.47,-12.76,-70.42,-64.62,,0.3,9.63 11.79,2.88,2.94,2.08
DOCU,"DocuSign, Inc.",Technology | Software - Application | USA,,13100000000.0,-89000000.0,2230000000.0,1.75,4.73,,,7461.0,Yes,Yes,2.9,,33.71,,5.88,36.59,13.54,26.37,1.0,1.0,2.06,2.06,1.78,-0.45,1.9,0.42,72.8,11.7,,16.2,40.8,25.5,-218.9,Sep 08 Ae6C,-0.6,1.1,2.24,79.5,-0.4,-3.6,-33.1,-6.5,77.8,-3.2,-4.0,,-36.51,199670000.0,196920000.0,8.93,3.57,83.97,53.25 - 288.50,-77.8,20.26,53.29,7.09,4920000.0,34899200.0,14.97,-15.06,-26.69,-31.79,-77.24,-57.95,1.23,3.75,5.93 4.94,57.95,64.04,10.51
DOMO,"Domo, Inc.",Technology | Software - Application | USA,,747570000.0,-123800000.0,285100000.0,-3.96,2.44,,,917.0,Yes,Yes,1.7,,,,2.62,,8.9,,0.7,0.7,,,-15.61,-3.74,-0.83,-0.26,-10.4,18.0,-,15.4,28.2,24.0,-69.2,Aug 25 Ae6C,-24.05,4.7,-6.72,82.9,1.4,-45.7,86.5,400.0,74.9,-31.0,-35.8,,-45.94,33300000.0,29360000.0,3.69,2.16,46.67,18.17 - 95.50,-77.28,19.43,37.49,1.3,500510.0,652577.0,13.67,-35.99,-29.27,-52.31,-72.76,-56.25,2.55,1.8,6.81 6.53,20.72,21.7,4.73
DQ,Daqo New Energy Corp.,Technology | Semiconductor Equipment & Materials | China,,5130000000.0,1600000000.0,3510000000.0,53.92,41.74,,,2399.0,Yes,Yes,2.2,3.12,3.08,,1.46,1.2,1.56,,5.5,5.6,0.0,0.0,-2.13,20.82,21.06,6.87,465.9,-25.04,-,66.2,53.6,181.9,170.3,Aug 03 e9e6O,-2.26,76.4,0.0,58.9,1.13,37.1,58.6,40.8,69.5,67.7,45.6,0.0,27.87,75120000.0,68160000.0,3.85,1.46,86.61,32.20 - 81.10,-19.91,101.71,48.73,0.54,1800000.0,971632.0,-4.88,-8.15,6.49,36.05,2.88,61.09,0.29,4.32,6.39 5.40,63.42,64.95,2.41
DT,"Dynatrace, Inc.",Technology | Software - Application | USA,,11650000000.0,41300000.0,987000000.0,4.7,2.0,,,3600.0,Yes,Yes,2.0,286.83,43.05,12.83,11.8,8.67,20.39,40.32,1.1,1.1,0.18,0.18,2.92,0.14,0.95,0.18,-31.8,26.13,,130.9,18.0,27.5,-84.2,Aug 03 e9e6O,3.41,0.6,-6.43,98.2,2.01,1.7,3.2,3.9,81.2,8.0,4.2,0.0,-9.31,286200000.0,194420000.0,4.23,3.43,50.6,29.41 - 80.13,-49.17,38.49,57.64,1.24,2400000.0,2981267.0,11.34,-6.02,-3.92,-0.51,-42.34,-32.51,,1.61,3.56 3.20,39.74,40.73,2.49
DTE,DTE Energy Company,Utilities | Utilities - Regulated Electric | USA,S&P 500,26570000000.0,788000000.0,17860000000.0,44.42,0.34,3.54,2.61,10300.0,Yes,Yes,2.2,33.36,21.58,8.42,1.49,3.05,396.59,17.97,0.5,0.6,2.23,1.82,1.19,4.06,6.28,1.75,-24.9,4.25,,-3.3,7.1,63.0,-68.1,Jul 28 e9e6O,4.53,0.2,-2.06,74.5,-0.13,1.9,8.8,4.6,,6.6,4.3,88.4,7.95,193000000.0,192480000.0,1.34,2.84,140.25,108.22 - 140.23,-3.37,25.21,59.6,0.86,909260.0,780009.0,2.08,2.45,5.5,6.44,12.38,13.35,0.61,2.17,1.79 1.44,134.68,135.5,0.61
DVN,Devon Energy Corporation,Energy | Oil & Gas E&P | USA,S&P 500,43470000000.0,5210000000.0,17180000000.0,15.48,5.45,4.66,6.8,1600.0,Yes,Yes,2.1,8.68,6.78,0.24,2.53,4.43,12.57,8.36,1.6,1.6,0.67,0.66,1.52,7.89,10.11,2.29,161.7,5.83,,32.1,3.4,132.8,678.9,Aug 01 Ae6C,14.17,0.6,-4.07,80.3,-6.23,23.9,55.4,19.7,53.6,38.7,30.3,49.4,21.21,652000000.0,646530000.0,2.63,1.31,78.42,26.38 - 77.82,-11.97,159.71,57.19,0.69,12940000.0,8992261.0,2.55,16.4,-10.21,15.4,153.13,58.68,2.49,2.86,3.14 3.77,67.54,68.51,1.44
DXC,DXC Technology Company,Technology | Information Technology Services | USA,S&P 500,5980000000.0,542000000.0,15830000000.0,20.32,9.89,,,130000.0,Yes,Yes,2.8,12.13,5.77,0.74,0.38,1.32,2.71,4.07,1.1,1.1,1.01,0.82,3.59,2.21,4.63,0.73,562.8,30.93,,39.0,16.4,-10.5,-59.8,Aug 03 Ae6C,-4.65,0.8,0.0,91.2,-3.36,2.7,11.2,8.8,21.9,6.0,3.4,0.0,-13.54,232480000.0,228520000.0,3.8,4.77,35.73,23.99 - 39.65,-32.51,11.55,50.62,1.17,1820000.0,2127622.0,0.22,1.63,-22.41,-11.13,-24.6,-16.87,2.07,1.12,4.32 3.53,26.6,26.76,0.6
DXCM,"DexCom, Inc.",Healthcare | Diagnostics & Research | USA,S&P 500,36950000000.0,199700000.0,2670000000.0,5.75,6.93,,,6300.0,Yes,Yes,1.6,195.97,84.06,6.24,13.82,16.15,13.41,171.45,4.3,4.7,0.9,0.9,7.76,0.47,1.1,0.24,-69.5,40.94,,31.7,33.7,17.0,-23.5,Jul 28 Ae6C,10.71,0.4,-0.96,96.6,-2.21,4.0,9.3,6.0,67.2,8.8,7.5,0.0,-8.88,392500000.0,391030000.0,3.42,4.81,98.93,66.89 - 164.86,-43.66,38.86,63.42,0.95,2780000.0,2636212.0,11.81,3.52,25.34,-8.39,-32.77,-30.8,1.05,3.54,4.46 3.64,91.59,92.89,1.42
EA,Electronic Arts Inc.,Communication Services | Electronic Gaming & Multimedia | USA,S&P 500,36520000000.0,896000000.0,7210000000.0,27.39,8.53,0.76,0.59,12900.0,Yes,Yes,2.0,40.87,16.12,4.23,5.07,4.71,15.12,23.35,1.2,1.2,0.0,0.25,0.04,3.15,8.0,1.36,-3.8,11.3,,-2.2,7.6,13.9,56.8,Aug 02 Ae6C,0.67,0.2,-21.53,94.6,1.0,6.6,11.7,8.8,74.4,17.3,12.4,22.1,0.26,279000000.0,276570000.0,1.11,1.51,153.06,109.24 - 146.93,-12.25,18.02,51.24,0.81,2030000.0,1648258.0,0.98,-1.7,-5.07,4.24,-9.4,-2.25,0.84,2.95,2.13 2.01,127.14,128.93,1.41
EBAY,eBay Inc.,Consumer Cyclical | Internet Retail | USA,S&P 500,25150000000.0,-2485000000.0,10020000000.0,9.43,5.74,0.88,1.95,10800.0,Yes,Yes,2.6,,10.24,,2.51,4.78,7.86,54.67,1.3,1.3,1.47,1.25,-2.14,-4.29,4.41,0.93,-89.0,8.87,,-43.1,2.3,-9.2,-324.6,Aug 03 Ae6C,-1.51,0.2,-6.16,89.9,-4.23,1.5,4.6,14.7,72.8,25.6,3.8,194.0,-15.83,556000000.0,544470000.0,2.96,2.76,54.63,40.52 - 81.19,-44.45,11.3,47.39,0.73,5830000.0,4250854.0,0.74,-7.01,-3.41,-13.87,-38.22,-32.18,1.23,1.4,3.05 2.74,44.25,45.1,1.92
EBIX,"Ebix, Inc.",Technology | Software - Application | USA,,754130000.0,69400000.0,995600000.0,20.7,2.74,0.3,1.27,10030.0,Yes,Yes,1.5,10.48,7.21,1.05,0.76,1.14,8.64,16.91,0.4,0.4,1.01,0.0,-2.83,2.26,3.29,0.64,-26.3,23.73,,-4.9,27.2,1.8,22.9,Aug 09 e9e6O,7.13,24.77,0.0,69.6,3.71,4.5,10.7,8.5,31.0,12.1,7.0,13.3,-15.67,30750000.0,23250000.0,25.9,11.03,99.5,12.50 - 44.42,-46.71,89.36,49.24,0.37,546150.0,201977.0,-6.96,0.04,-18.44,-43.51,-13.61,-22.14,2.62,1.55,6.26 5.73,23.65,23.67,0.08
ECOM,ChannelAdvisor Corporation,Technology | Software - Application | USA,,661010000.0,40900000.0,172100000.0,5.64,2.92,,,846.0,Yes,Yes,2.0,17.95,22.6,2.24,3.84,4.06,7.85,23.52,2.8,2.8,0.0,0.0,38.93,1.28,1.01,0.19,139.1,21.29,,46.7,8.2,3.1,-59.1,Aug 09 e9e6O,48.16,2.8,-2.97,95.4,-4.42,18.0,23.4,25.5,76.1,9.2,23.7,0.0,30.93,29950000.0,27950000.0,3.07,2.1,23.5,11.89 - 29.42,-22.09,92.77,85.03,2.62,408530.0,1070146.0,55.28,48.35,59.83,37.58,-10.57,-7.13,0.76,0.86,0.87 2.20,22.76,22.92,0.7
ED,"Consolidated Edison, Inc.",Utilities | Utilities - Regulated Electric | USA,S&P 500,36110000000.0,1620000000.0,14500000000.0,57.54,3.15,3.16,3.13,13871.0,Yes,Yes,3.4,22.08,20.89,4.21,2.49,1.75,32.04,16.48,0.8,0.9,1.24,1.1,1.47,4.57,4.83,1.49,17.5,7.31,,-1.4,2.5,14.9,50.5,Aug 04 Ae6C,4.28,0.1,0.49,68.0,1.05,2.5,8.0,4.9,79.2,17.2,11.2,68.3,10.8,354300000.0,354150000.0,2.04,4.47,89.25,71.52 - 101.57,-0.71,41.01,59.13,0.71,1610000.0,1145992.0,1.42,1.88,6.71,12.72,32.04,18.2,0.25,1.7,2.05 1.57,100.66,100.85,0.19
EDR,"Endeavor Group Holdings, Inc.",Communication Services | Entertainment | USA,,12050000000.0,368300000.0,5680000000.0,6.75,3.93,,,7700.0,Yes,Yes,1.8,19.47,17.18,0.8,2.12,3.84,6.6,22.31,1.5,1.5,2.99,2.94,10.75,1.33,1.51,0.29,56.2,12.44,,-32.3,16.5,18.1,107.4,Aug 11 Ae6C,14.45,0.6,-24.79,95.7,1.03,3.3,24.4,-0.4,52.8,17.2,6.5,0.0,-1.02,281620000.0,49070000.0,2.93,1.57,31.42,17.42 - 35.28,-26.51,48.85,71.46,2.85,917040.0,2611877.0,15.04,7.77,15.5,-5.81,-4.84,-25.68,,0.83,3.78 3.18,24.72,25.93,4.89
EE,"Excelerate Energy, Inc.",Utilities | Utilities - Regulated Electric | USA,,2680000000.0,,1320000000.0,5.37,3.97,0.1,0.37,175.0,Yes,Yes,2.0,,15.72,,2.04,4.98,6.73,,2.1,2.4,1.14,1.06,2.58,,1.7,0.3,6.1,86.51,-,,,278.0,-105.2,Aug 10 Ae6C,15.18,1.8,0.0,61.33,77.73,,,5.8,,,,,9.49,108280000.0,25770000.0,4.69,1.98,31.43,18.31 - 30.82,-13.24,46.04,57.11,0.76,610690.0,464004.0,5.78,16.51,-0.07,,,-0.41,,1.4,5.56 5.57,27.22,26.74,-1.76
EEFT,"Euronet Worldwide, Inc.",Technology | Software - Infrastructure | USA,,4610000000.0,136300000.0,3190000000.0,20.23,37.93,,,8800.0,Yes,Yes,1.7,36.15,10.88,2.41,1.44,4.53,2.42,11.33,1.5,1.5,2.05,1.61,-3.11,2.54,8.43,2.61,82.9,31.36,,-16.4,8.9,18.0,565.6,Jul 28 e9e6O,-5.91,3.4,0.0,96.7,-5.51,2.8,11.1,4.4,38.8,8.8,4.3,0.0,-20.56,50400000.0,47030000.0,2.66,3.29,143.75,84.79 - 149.92,-38.85,8.11,43.56,1.24,380430.0,470008.0,4.06,-8.72,-18.98,-20.02,-30.13,-23.08,1.34,2.61,3.08 2.53,89.66,91.67,2.24
EGHT,"8x8, Inc.",Technology | Software - Application | USA,,580800000.0,-157500000.0,677400000.0,1.12,1.15,,,2216.0,Yes,Yes,2.6,,13.67,,0.86,4.22,4.1,17.98,1.6,1.6,3.7,3.7,-4.77,-1.37,0.35,0.04,1.2,29.59,-,-13.92,20.3,26.5,45.5,Jul 27 Ae6C,-6.09,2.8,-6.13,96.7,1.4,-19.5,-107.6,-24.4,62.4,-21.0,-23.3,,-55.74,119720000.0,116200000.0,11.92,5.89,6.95,4.22 - 25.19,-81.22,12.09,46.44,1.04,2350000.0,2438241.0,-0.84,-9.56,-30.03,-57.81,-80.84,-71.78,1.23,0.4,6.54 6.88,4.54,4.73,4.19
EGLE,Eagle Bulk Shipping Inc.,Industrials | Marine Shipping | USA,,593560000.0,313300000.0,751200000.0,58.94,10.21,8.8,20.19,1000.0,Yes,Yes,1.8,2.27,3.44,,0.79,0.74,4.27,2.23,1.6,1.8,0.48,0.42,-7.22,19.2,12.68,4.87,446.6,-33.17,-,16.6,36.7,53.0,675.1,Aug 04 Ae6C,-10.32,1.9,-15.91,88.3,7.06,26.8,45.8,24.3,67.1,44.8,41.7,24.9,-18.74,12990000.0,12750000.0,11.24,3.64,74.1,36.21 - 78.75,-44.66,20.35,39.43,1.14,394050.0,451106.0,0.65,-20.01,-32.23,-34.22,-13.55,-4.22,1.4,2.15,3.44 3.85,41.65,43.58,4.63
EIX,Edison International,Utilities | Utilities - Regulated Electric | USA,S&P 500,26480000000.0,507000000.0,16610000000.0,36.21,0.32,2.8,4.05,13003.0,Yes,Yes,2.3,51.92,14.23,10.38,1.59,1.91,217.02,,0.6,0.6,2.12,1.82,-0.67,1.33,4.86,1.73,1.1,8.01,,-12.7,4.7,20.9,-24.4,Jul 28 Ae6C,4.24,0.09,0.14,90.3,1.02,0.7,3.9,3.9,66.4,7.6,3.2,204.6,4.53,381000000.0,380990000.0,1.46,3.46,74.06,54.98 - 73.32,-5.76,25.68,53.74,0.83,1610000.0,1330530.0,1.22,1.45,3.54,5.08,17.8,1.25,0.68,1.48,2.53 1.97,68.53,69.1,0.83
ENLV,Enlivex Therapeutics Ltd.,Healthcare | Biotechnology | Israel,,90210000.0,-26300000.0,,3.73,3.39,,,71.0,Yes,Yes,,,,,,1.31,1.44,,15.4,15.4,0.0,0.0,-6.76,-1.43,,-0.29,9.8,,-,54.2,,,-217.8,,-0.77,12.22,0.0,11.0,-10.67,-29.3,-32.9,,,,,,-9.01,18380000.0,14720000.0,1.41,4.56,15.0,3.65 - 11.84,-58.61,34.25,44.64,0.47,45510.0,21257.0,-5.22,0.62,9.38,-10.91,-56.25,-21.6,0.95,0.32,5.28 6.41,4.88,4.9,0.41
ENPH,"Enphase Energy, Inc.",Technology | Solar | USA,S&P 500,41820000000.0,203200000.0,1740000000.0,3.34,9.12,,,2260.0,Yes,Yes,2.0,215.59,61.35,6.69,24.1,91.53,33.52,89.63,3.3,3.6,2.85,2.66,4.53,1.42,4.98,1.07,7.8,21.95,,22.5,33.8,67.7,92.6,Jul 26 Ae6C,18.72,1.2,-21.9,76.3,3.58,9.0,43.7,12.5,40.3,14.4,11.7,0.0,55.09,135200000.0,132720000.0,3.57,1.44,277.58,113.40 - 324.84,-5.89,169.58,60.54,1.71,3300000.0,5643228.0,8.46,0.81,52.46,71.05,89.45,67.1,1.46,16.23,6.46 4.92,317.41,305.7,-3.69
ENTG,"Entegris, Inc.",Technology | Semiconductor Equipment & Materials | USA,,15490000000.0,460900000.0,2560000000.0,14.07,1.69,0.4,0.39,6850.0,Yes,Yes,1.8,30.61,21.21,1.82,6.06,7.34,61.21,210.98,8.4,9.9,1.78,1.78,3.38,3.38,4.87,1.05,38.4,14.96,,34.4,14.4,21.2,12.1,Aug 02 e9e6O,3.9,0.5,-5.71,96.8,2.32,12.0,26.1,17.3,46.1,24.3,18.0,10.6,-12.07,135900000.0,127830000.0,3.51,2.97,142.92,85.92 - 158.00,-34.61,20.24,55.57,0.67,1510000.0,1011047.0,11.49,0.01,-4.22,-16.5,-13.7,-25.45,1.27,4.18,4.00 3.63,100.61,103.31,2.68
ENV,"Envestnet, Inc.",Technology | Software - Application | USA,,2990000000.0,-30500000.0,1260000000.0,16.9,6.02,,,4375.0,Yes,Yes,2.7,,22.55,,2.37,3.15,8.85,18.39,0.8,0.8,0.91,0.54,-3.92,-0.56,2.36,0.42,513.7,24.07,,16.9,15.5,10.5,-177.3,Aug 04 Ae6C,-2.82,1.0,-0.29,,-1.12,-1.4,-3.2,1.8,61.8,-2.0,-2.4,,-21.93,55200000.0,52650000.0,5.06,6.35,73.43,49.08 - 85.99,-38.07,8.49,43.47,0.73,419480.0,307928.0,2.17,-9.87,-11.19,-27.5,-31.41,-32.88,1.18,1.51,2.66 2.36,52.02,53.25,2.36
EOG,"EOG Resources, Inc.",Energy | Oil & Gas E&P | USA,S&P 500,70620000000.0,5710000000.0,22110000000.0,38.27,5.37,3.0,2.43,2800.0,Yes,Yes,2.0,12.66,7.53,1.21,3.19,3.22,22.98,21.78,1.3,1.4,0.23,0.17,3.48,9.75,16.38,4.31,864.8,4.67,,43.2,20.1,78.8,145.1,Aug 04 Ae6C,11.54,0.3,-0.85,89.7,0.83,15.1,26.0,17.7,61.5,33.7,25.8,27.2,11.83,585090000.0,583620000.0,0.97,1.36,146.12,63.15 - 145.98,-15.5,95.34,59.41,0.68,4160000.0,2834570.0,3.92,13.18,-12.24,5.22,91.64,42.0,1.54,4.42,2.57 3.01,118.31,123.36,4.27
EPAM,"EPAM Systems, Inc.",Technology | Information Technology Services | USA,S&P 500,24810000000.0,366300000.0,4460000000.0,45.81,23.59,,,58824.0,Yes,Yes,1.6,69.84,34.02,3.5,5.56,9.44,18.33,62.49,3.4,3.4,0.01,0.01,-0.06,6.19,12.71,2.49,45.7,28.32,,34.3,26.5,35.6,-83.8,Aug 04 e9e6O,14.77,2.4,-4.8,94.5,2.56,10.6,14.6,19.4,32.6,11.9,8.2,0.0,8.75,57240000.0,55560000.0,2.13,2.47,510.14,168.59 - 725.40,-40.39,156.5,59.33,0.6,477740.0,288206.0,4.91,-1.92,36.59,129.1,-31.02,-35.31,1.67,15.96,3.36 3.38,428.67,432.44,0.88
EQT,EQT Corporation,Energy | Oil & Gas E&P | USA,,17520000000.0,-803500000.0,4320000000.0,24.5,0.12,0.6,1.24,693.0,Yes,Yes,1.9,,5.82,,4.05,1.97,400.93,15.82,0.6,0.6,0.56,0.51,1.78,-2.65,8.3,1.03,3.6,100.12,,6.9,17.2,213.4,165.5,Jul 27 Ae6C,13.44,0.3,-1.05,96.8,1.19,-3.6,-9.0,-6.0,45.1,,-18.6,,44.0,369870000.0,368190000.0,5.54,2.83,59.1,17.95 - 51.73,-6.53,169.36,57.12,0.78,7210000.0,5635222.0,4.41,11.12,0.58,79.21,143.33,121.69,1.16,2.4,4.45 5.01,47.1,48.35,2.65
ESLT,Elbit Systems Ltd.,Industrials | Aerospace & Defense | Israel,,9070000000.0,274300000.0,5280000000.0,57.26,5.78,2.0,0.99,17787.0,No,Yes,2.5,32.46,21.77,2.98,1.72,3.52,34.85,60.82,0.8,1.2,0.39,0.35,-5.41,6.2,9.25,2.11,15.3,22.52,,2.3,10.1,8.5,-88.0,Aug 16 e9e6O,-9.22,45.7,0.0,6.2,-7.4,3.1,11.3,8.2,25.7,7.9,5.2,21.6,1.1,44210000.0,24640000.0,0.38,3.61,157.0,142.20 - 244.80,-17.73,41.62,37.41,0.88,25640.0,22691.0,-3.2,-17.49,-1.26,-2.46,38.16,15.65,0.64,5.64,1.82 1.84,198.14,201.39,1.64
ESMT,"EngageSmart, Inc.",Technology | Software - Infrastructure | USA,,3500000000.0,-300000.0,258300000.0,4.77,1.67,,,789.0,Yes,Yes,1.8,,96.38,,13.54,4.47,12.75,137.13,7.4,7.4,0.0,0.0,2.44,-0.0,0.22,0.04,-33.5,3.27,,,,42.9,324.5,Aug 04 e9e6O,10.02,0.7,-2.13,89.7,1.82,0.0,0.0,-0.1,75.4,0.3,-0.1,,4.43,162990000.0,151950000.0,1.28,3.77,29.88,15.64 - 38.83,-45.15,36.19,60.39,1.06,516210.0,548138.0,7.52,-2.11,12.05,13.84,,-11.69,,0.75,3.49 3.31,20.68,21.3,3.0
ESTC,Elastic N.V.,Technology | Software - Application | USA,,8520000000.0,-238900000.0,919400000.0,4.16,8.97,,,3056.0,Yes,Yes,1.8,,310.48,,9.26,21.64,10.03,,2.0,2.0,1.44,1.44,8.95,-2.56,0.29,-0.1,-48.4,154.8,,-24.1,57.8,29.5,-94.4,Aug 25 Ae6C,12.95,8.9,-0.32,78.2,2.66,-15.1,-56.5,-18.3,72.2,-22.1,-26.0,,2.97,94620000.0,77430000.0,3.82,2.42,103.87,50.74 - 189.84,-52.57,77.45,63.47,2.54,1220000.0,3104708.0,10.61,2.06,18.47,12.95,-44.86,-26.85,1.1,4.56,5.06 4.97,84.87,90.04,6.09
ESTE,"Earthstone Energy, Inc.",Energy | Oil & Gas E&P | USA,,1980000000.0,161600000.0,923100000.0,16.32,0.0,,,81.0,Yes,Yes,2.5,8.54,2.26,0.24,2.15,0.9,,4.19,0.6,0.6,0.0,0.31,-2.64,1.71,6.47,1.6,256.8,14.96,,17.5,58.3,426.9,803.8,Aug 04 Ae6C,6.15,1.5,-7.01,67.6,19.97,7.5,20.8,21.4,82.4,58.4,17.5,0.0,6.77,78290000.0,28190000.0,51.14,7.75,28.14,7.85 - 22.25,-34.34,86.11,49.7,0.69,1860000.0,1285184.0,2.03,5.18,-30.49,10.35,78.17,33.55,2.04,0.93,4.84 5.68,13.93,14.61,4.88
ETR,Entergy Corporation,Utilities | Utilities - Diversified | USA,S&P 500,24570000000.0,1230000000.0,12350000000.0,57.58,2.83,4.04,3.37,12369.0,Yes,Yes,2.1,19.85,17.77,3.28,1.99,2.08,42.36,17.2,0.6,0.9,2.29,2.1,0.66,6.04,6.75,2.63,-19.7,5.88,,29.9,1.6,20.3,-17.4,Aug 03 e9e6O,4.05,0.4,-20.08,92.8,3.29,2.1,10.6,4.3,86.7,14.7,9.9,65.5,6.01,203380000.0,202660000.0,1.82,3.46,129.0,98.50 - 126.82,-5.42,21.77,56.99,0.73,1070000.0,772932.0,2.5,1.45,3.23,10.03,6.2,6.47,0.57,2.18,1.97 1.69,118.48,119.94,1.23
ETSY,"Etsy, Inc.",Consumer Cyclical | Internet Retail | USA,S&P 500,14030000000.0,405600000.0,2410000000.0,4.57,7.92,,,2722.0,Yes,Yes,2.2,39.56,41.5,,5.81,24.16,13.94,25.02,2.9,2.9,4.11,4.1,1.09,2.79,2.66,0.37,23.6,23.08,,71.4,44.9,10.6,-25.1,Jul 27 Ae6C,10.25,0.6,-24.58,99.29,4.78,11.2,67.9,16.0,70.7,15.9,17.0,0.0,-16.56,127090000.0,125660000.0,11.43,3.89,118.09,67.01 - 307.75,-64.12,64.78,57.51,0.65,3690000.0,2394956.0,4.04,-5.54,32.92,-19.39,-49.03,-49.57,1.86,5.18,4.40 4.58,108.3,110.42,1.96
ETWO,"E2open Parent Holdings, Inc.",Technology | Software - Application | USA,,2180000000.0,-34900000.0,519600000.0,10.44,0.42,,,3682.0,Yes,Yes,2.0,,21.58,,4.19,0.68,16.84,,0.7,0.7,0.34,0.33,-1.33,-0.15,0.33,0.08,-240.2,24.53,,,,141.9,95.0,Jul 11 Ae6C,-0.55,0.4,-4.64,,-0.62,-0.7,-1.2,-2.1,49.3,-20.1,-6.7,,-17.32,305600000.0,237700000.0,5.94,7.27,11.25,6.07 - 13.32,-46.55,17.39,51.11,0.67,1940000.0,1299806.0,7.39,-5.32,-14.32,-17.11,-40.52,-36.77,,0.27,3.70 3.47,6.77,7.12,5.17
EVBG,"Everbridge, Inc.",Technology | Software - Application | USA,,1600000000.0,-94400000.0,402900000.0,6.65,11.74,,,1893.0,Yes,Yes,2.6,,49.04,,3.96,5.94,3.36,,2.1,2.1,3.08,3.08,5.34,-2.41,0.81,0.16,7.5,124.23,-,-29.8,36.8,18.9,-2.8,Aug 09 Ae6C,22.58,0.4,-3.44,99.7,2.96,-6.6,-26.4,-5.0,68.6,-18.8,-23.4,,-16.6,39570000.0,39390000.0,5.04,2.46,37.7,24.10 - 164.49,-76.0,63.82,58.87,0.69,806070.0,559114.0,-1.08,9.58,3.13,9.48,-75.37,-41.36,0.68,2.37,5.47 4.92,39.85,39.48,-0.93
